"n","q","B2","s2","x.theta.scale","x.gamma","c.gamma","mx","mc","my","seed","Bor.B1","Bor.B2","Bor.B3","Bor.B4","Bcc.B1","Bcc.B2","Bcc.B3","Bcc.B4","Bml.B1","Bml.B2","Bml.B3","Bml.B4","Bsp.B1","Bsp.B2","Bsp.B3","Bsp.B4"
8000,0.1,10,1,0.5,1,2,40,40,5,3000001,1.00037618013499,10.0298004408534,1.97897060281544,0.00493899509246627,0.996827220597882,10.0224174869396,1.98725815597806,0.0111958783422127,1.00395801335646,10.0184838101092,1.9772033307897,0.00727545107540576,0.996776496234903,10.0225021883099,1.98729862329038,0.0111955799884626
8000,0.2,10,1,0.5,1,2,40,40,5,3000001,1.05742923952311,9.94540148302736,1.96953226030134,0.0148627900571277,1.04803668944726,9.96127786648226,1.97975583656316,0.00337772495291372,1.04298968249979,9.98260288920748,1.97543394804496,0.0141527377359316,1.04778211381186,9.9618887738008,1.97989189195545,0.00343476478288708
8000,0.3,10,1,0.5,1,2,40,40,5,3000001,0.976737624455968,10.0412005728235,2.04679276960037,0.0162779382317565,0.950912304084563,10.0578045611516,2.08402763936379,0.0159227941906487,0.941682731288337,10.100430584386,2.07798081949683,0.0153687929790089,0.950329375198859,10.0592780799145,2.08426923053045,0.0158870497598206
8000,0.4,10,1,0.5,1,2,40,40,5,3000001,1.04365756436556,9.94566004900943,2.00469223381117,0.0177487253523851,1.10025741998663,9.81302764227161,1.98353978787874,0.0383359920333247,1.05241742348405,9.92341421476607,2.00510441027198,0.0388185926819291,1.0991819454439,9.81647268203418,1.98409605330312,0.037967897246445
8000,0.5,10,1,0.5,1,2,40,40,5,3000001,0.970478247181647,10.0802119442652,2.01548882241557,0.0106500370836152,0.950939316611601,10.0954872237638,2.05267093946019,0.00987795046294336,0.957391916823912,10.1052576576938,2.02562574603077,0.00600800823951767,0.949173240036766,10.1012874053,2.05324788122379,0.00953302651047917
8000,0.6,10,1,0.5,1,2,40,40,5,3000001,1.02764770228064,9.97910819440424,2.00093330516216,0.0152211015160833,1.09983048334052,9.87358318256906,1.91444271094501,-0.00944871710708043,1.03103043100614,10.023290574922,1.96637311691369,0.00553723275896032,1.09284899997083,9.8950301738384,1.91718356043676,-0.00931404895137667
8000,0.7,10,1,0.5,1,2,40,40,5,3000001,1.0323541102407,9.97894435024666,1.99865499629049,0.0148170079202698,1.00596901902933,10.0485117087771,2.02555256258872,0.0329724174027772,1.0199078787808,10.0424573167337,1.99358587050862,0.0134087915100588,1.00962453584715,10.0377774492985,2.02426057140799,0.0328757549760803
8000,0.8,10,1,0.5,1,2,40,40,5,3000001,1.08005609299975,9.93006212535419,1.93678520388427,0.0142403025962706,0.963352114435845,10.1269875646053,2.0233971081167,0.0554035840775869,1.04418812776652,9.99220069705785,1.95554078573125,0.037047239818116,0.972934243286576,10.0941782264969,2.01708665860072,0.055907042285979
8000,0.9,10,1,0.5,1,2,40,40,5,3000001,1.01877865646658,9.99201592842044,1.97819441748523,0.00354833247481978,1.15143500918258,9.62204227390898,1.8911829970621,-0.0171027402259552,1.14343364599403,9.73932672577302,1.79999190679252,0.0118951993167801,1.11169987394293,9.78605269264755,1.90160865037107,-0.0205034390235233
8000,0.1,10,1,0.5,1,2,40,40,5,3000002,0.990381799020997,10.0307486076132,2.00214443273911,0.0128482930040695,1.00104068005817,10.0218287863278,1.98059227387121,-0.00268709354192018,0.997168760189863,10.0240005370764,1.98922894156665,1.6935180242663e-05,1.00100558133299,10.0218867047275,1.98061853342007,-0.00268621875019319
8000,0.2,10,1,0.5,1,2,40,40,5,3000002,1.00721272096647,9.99033691993941,1.99964617467481,0.00332594086600802,0.974981341928767,10.0288175264581,2.02321021096932,0.0027525977346036,0.988818735763348,10.0237972795423,2.00752938396768,-0.00659909205262822,0.97496175339233,10.0289249516431,2.02317286055099,0.00273183799027804
8000,0.3,10,1,0.5,1,2,40,40,5,3000002,0.997460893948087,9.98941742041655,2.01817640050439,0.00728264715395853,0.978640321613583,10.0244759277799,2.03746163415639,0.0293688290895354,0.979425075725699,10.0265853932679,2.03947609969622,0.0254746435769072,0.978700848374578,10.0241106285015,2.03752429391215,0.0293399808233209
8000,0.4,10,1,0.5,1,2,40,40,5,3000002,0.933274553389276,10.0725575680505,2.06065365192926,0.00859912811208172,0.980565442049197,9.97260534051924,2.0503284053469,0.0042051458577454,0.947324787824792,10.0525387618251,2.05873414117086,0.0169133425375085,0.978968047140697,9.97772566681565,2.0506623543761,0.00424692683674634
8000,0.5,10,1,0.5,1,2,40,40,5,3000002,1.0146310244416,9.9756547552199,1.99697186228625,0.00888609471333157,0.969198606798624,10.0476430728586,2.02981198387742,-0.00512411497828427,0.987693393820717,9.98702021433533,2.02425255270196,-0.00488169116825559,0.9702146072713,10.0461002485229,2.0286447044741,-0.00567775805376695
